fips,census_region,diabetes_prev,physical_inactivity_prev,pct_white,poverty_rate,pct_black,food_insecurity_rate,smoking_prev,median_income,snap_rate,obesity_prev,pct_age65plus,pct_hispanic,hypertension_prev,pct_college_edu,food_desert_index,unemployment_rate,fastfood_density,feci,pct_agri_sector,pct_mfg_sector,pct_foodsvc_sector,grocery_density,rucc_code
29215,Midwest,12.7,0.6524064171122995,0.8975312467720276,0.3827618164967562,0.0252812246317986,0.4608695652173912,0.5066225165562913,0.1733103580317825,0.3286028418265593,0.701657458563536,0.2960350743423561,0.0242523892714006,0.6447688564476888,0.150670383645294,0.55175,0.1472668810289389,0.3524533454264934,0.3162886793731511,0.1354901960784313,0.3052582596556538,0.1423873725748109,0.5950450029426262,1.0
34009,Northeast,8.0,0.2887700534759357,0.8654064662741452,0.1594068582020389,0.0394294329119795,0.208695652173913,0.1788079470198675,0.4795787861382347,0.2060878658889573,0.4640883977900552,0.4435760579489134,0.0828280752235124,0.5255474452554745,0.4387362272666933,0.3139099999999999,0.1938906752411575,0.5094723695195961,0.6178752535276981,0.0249019607843137,0.103303862261517,0.3160144689246958,0.617016051766062,0.25
20185,Midwest,10.1,0.462566844919786,0.862204317735771,0.2048192771084337,0.002319378406587,0.2782608695652173,0.2947019867549668,0.2937851809304997,0.108914510686249,0.6712707182320441,0.314715974075486,0.1370876580002055,0.5109489051094891,0.2911190760653126,0.0,0.0829581993569131,0.3676354579747189,0.359683907074795,0.3723529411764705,0.1007445323406235,0.1575139756658993,0.5821860943196154,1.0
22021,South,14.2,0.6310160427807487,0.7708914368350376,0.5301204819277109,0.2105995593181027,0.7652173913043477,0.5496688741721854,0.1495845299636224,0.6758786486716571,0.6049723756906078,0.24285169653069,0.027232555749666,0.6788321167883213,0.0838975175892738,0.0,0.3173633440514469,0.36378087318978,0.302026338093093,0.1972549019607843,0.2785016286644951,0.1404143373890167,0.6168209079921737,0.875
55087,Midwest,8.9,0.3609625668449199,0.8614812519367834,0.1065801668211307,0.0184390583323669,0.2869565217391303,0.2086092715231787,0.4398391728891442,0.3780679618588077,0.5497237569060773,0.2047274113610369,0.0524098242729421,0.389294403892944,0.36612239479623,0.18192,0.0954983922829582,0.3829199685546576,0.3204313770632278,0.0294117647058823,0.5072126570497907,0.3002301874383427,0.5813232532432528,0.25
55025,Midwest,8.1,0.2245989304812834,0.7826670798471231,0.1976367006487489,0.0594920561289574,0.2869565217391303,0.1125827814569536,0.4800536090369519,0.3780679618588077,0.4337016574585635,0.1788028974456729,0.0779981502414962,0.2019464720194647,0.6644099296429047,0.20331,0.0778135048231511,0.3953270261173138,0.3446169430426123,0.0166666666666666,0.2077710563052582,0.5208812890496547,0.5842371790374615,0.125
39171,Midwest,11.6,0.5213903743315509,0.921392418138622,0.2284522706209453,0.013220456917546,0.4695652173913044,0.3774834437086092,0.2788359180547578,0.4231133875205285,0.660220994475138,0.2714449104079298,0.0539512896927345,0.5498783454987834,0.1304924996681269,0.12826,0.1122186495176848,0.393131023045132,0.3271527263415822,0.0219607843137254,0.7145183806421592,0.1775731667214732,0.5822090338595781,0.625
27055,Midwest,8.4,0.3636363636363636,0.9384361119719036,0.1102873030583874,0.0040589122115273,0.1478260869565216,0.2450331125827814,0.3956500095730423,0.1644901280775906,0.4806629834254143,0.3404498665650019,0.0153118898366046,0.3868613138686133,0.3131554493561662,0.17228,0.060128617363344,0.3390764741021407,0.3400205741496044,0.0774509803921568,0.2931596091205212,0.1657349556067083,0.5982509328657074,0.25
37095,South,13.3,0.5187165775401069,0.5941534965396136,0.4105653382761817,0.2893424562217325,0.3043478260869565,0.4172185430463575,0.1678192609611334,0.4885483168579528,0.6712707182320441,0.3330156309569195,0.0795396156612886,0.7104622871046231,0.1237222885968405,1.0,0.0954983922829582,0.411487569595804,0.3455926413483112,0.3013725490196078,0.1067938576081898,0.0766195330483393,0.5851752978529909,1.0
05087,South,11.3,0.6176470588235295,0.7364941638260509,0.3046802594995366,0.0022034094862576,1.0,0.4172185430463575,0.2179820026804518,0.1699395688644884,0.665745856353591,0.2670606176134197,0.0624807316822525,0.6520681265206816,0.1120403557679543,0.52109,0.1385852090032154,0.3423782425498962,0.3734048628640342,0.1101960784313725,0.3576081898557469,0.2157185136468266,0.6122966876248982,0.125
